content,sentiment
سئ جدا جدا جدا,negatif
برنامج فيه مشكله ما يقدر يحدد الموقع,negatif
بديعة ورائعة,positif
تجربه سىء جدا وشركه فاشله جدا وندمت انى نزلت الابلكيشن,negatif
مش بيفتح غير لأبليكيشن أطلب بس,negatif
احسن برنامج بجد والله😍,positif
لا يوريد ان يعمل,negatif
هو انا مش هقدر اقول عليه حاجه لانى ببساطة مش عارفة اتعامل معه بلس هو مش بيحدد اللوكاشن بتاعى اصلا و حتى لما بخطار اقرب مكان ليا بيقولى المكان ده مش متوفر .....؟,negatif
مش فاهم منه اى حاجة و حذفته,negatif
لازم يكون مدعوم باللغة العربية ويكون بيوصل لوسط البلد فى القاهرة,negatif
الابليكشن كل ما اكتب عنوان. يبعتلي غير محدد وانا بكتب نفس العنوان في باقي الابليكشنز طب اعمله ايه يعني بصراحه انا كنت فاكره علي الاعلان بتاعه انه هيوفر علينا وقت. ده اكتر حاجه ضيعت وقت وف الاخر مفتحش معايا للاسف سئ جدا جدا 😡😡😡,negatif
ارجو اضافة اللغة العربيه,positif
ازاي تدخل موقعك و هو كل شوية يقولك oops دانت لو كنت واحد حقيقي كنت لبستوا فيك الصراحة و متستهلةش ربع نجمة😡,negatif
اكتب الكود ده اعمل في شاشة لي اليسار او شمال هيطلعلك حاجة اسمها برمو كود اضغط عليها واكتب الكود ده 167TNXR عهيعملك خصم ٤٠ جنية بس بيديك باردوا خصم ٤٠چ بس في يومين بس لازم تحط كود ده 167TNXR وتشتري بيه حاجة علشان يجيلك الخثم تاني ٤٠چ,positif
برامج سي ومفيش خدمة عملاء جادة,negatif
مع السلامه جلوفو,positif
احسن تطبيق في مصر,positif
تحفه بجد,positif
خساره فيك النجمه,negatif
بجد تطبيق غير صالح ولا به اى نفع فاشل فاشل,negatif
البرنامج تحفه بجد,positif
هو سئ اوىىىىىىىىىىىىىىىىىى,negatif
شركه بت وسخه نصابة,negatif
جلوفو بيجبلينا. حاجه حته الكبايه بجاد. أحسا حاجة,positif
خدمه ممتازه,positif
برنامج قمة القزاره,negatif
بصراحه انا مش عاجبني الا في حاجة واحدة انة بيوفر نزلة طويلة للسوق,negatif
حلوة جداً,positif
اسرع من ديليفرى المحلات,positif
حلو ولا لاء,positif
مو عوذه تشتغل,negatif
اتطبيق جميل جداًِ💖✨💛😄😄,positif
طبيق جميل جدا جدا جدا,positif
استخدمه ازاى يعنى انا بطلب منه وله انا بطلب الاول الاوردر من المحل نفسه,negatif
يريد يكون بالعربي,negatif
برنامج فى كميه روعه من حيث الخدمه ومدة التوصيل و تواصل وكل حاجه روعه,positif
ربع نجمه,negatif
برنامج مش حلو مش راضي بحدد المنطقة مش راضي,negatif
التوصيل. ٨.في الكيلو. لو دليفري المكان. نفسه مش. حياخد كده. اخدته ٣٠ ج دليفري. ياسفاحيين,negatif
تطبيق زفت زفت ييييع,negatif
هو ليه انجليزي كله,negatif
سئ جدا وجارى الغاء التثبيت,negatif
ياريت يكون بالعربي لانة نازل في مصر وليس دولة اوربية,neutre
يجب أن تكون الأتمن رخيسة,neutre
bad وحش,negatif
بصراحة سيئ عشان مش باللغة العربية,negatif
هو مش بيفتح ليه😡جربت كل حاجه لو حد يعرف قول,positif
لا اعرف كيف يعمل 😭😭😭😭,negatif
عزة محمد حسن الرفاعي,neutre
الابليكيشن سيئ جدا - عيوب الابليكيشن 1- لا يدعم اللغه العربيه مع اني اتحدث الانجليزية 2- صعوبه في تسجيل الموقع سواء كتابه او تلقائي 3- بطيئ جداً,negatif
برنامج مانو حلوه بالمره👎مابيستاهل ول حت نص نجمه⭐👎,negatif
الخدمه ممتازه والأكل جه بسرعه,positif
يستاهل الف نجمة,positif
هذا الرابط مرحبا بكم,positif
التعارف,positif
سيء جدا. ازاي اطلب اوردر و الشخص اللي هايوصلهولي يقولي انا كده وصلت اخري في الطريق ملقدرش اوصلهولك لحد البيت عشان ده خارج ال zone بتاعي وانزله 3 محطات عشان اخد الاوردر يبقي ده برنامج مالوش اي لازمه. المفروض انه برنامج ديلفري لغاية البيت علي حسب الاعلانات الوهمية اللي عاملينها عال tv,negatif
تطبيق زبالة أنا في مدينة نصر وبيقولي خارج منطقة التوصيل وكل حاجة يقولي ايرور,negatif
برنامج زبالة بقالي شهر محملة ومش عارف ابعت حاجة من خلاله .. اعلانات وبهرجة على الفاضي,negatif
ههههههههههههههههههههه,positif
انا نزلت البرنامج ومسحته تاني لما تبقو تعملو تحديث ويكون باللغه العربيه ابقو قلولي على فكرة إحنا في مصر يعني دولة عربية لو مش وخدين بالكم,negatif
الربنامج E مش عارفه اعمل ايه ممكن الرد وكل ماجي اطلب مش بيطلب,negatif
ممتاااااز,positif
الزفت احسن,negatif
زباله,negatif
مقكفعقنهقاقخبهقا,positif
حلوه بدون اي حاجه,negatif
ده اخرا برنامجشوفتو في حياتي,negatif
سى جدا,negatif
ولا ليه اى تلاتين لازمه ميستحقش نجمه حتى,negatif
كويس,positif
مبدع,positif
فكره الابليكيشن ممتازه,positif
ينقصه اللغة العربية,neutre
لسه هنزله,positif
جميلة اوى,positif
برنامج عالمى,positif
يوجد صعوبه فى الاستخدام شكرا,negatif
برنامج فاشل جدا وتم الغاء التثبيت,negatif
تطبيق زبالة,negatif
للاسف سئ جدا جدا جدا...وغير مفهوم بالمرة ...,negatif
بصراحه البرنامج حلو,positif
اول ما اتعمل نزلته وجاني الاريا بتاعتي ومسحته ونزلتوا تاني بيقولي نبيجيش الاريا بتاعتي ده اللي هو ازاي يعني مش فاهمة 🤔,negatif
زفت ، منتهى الصعوبة ف الإستخدام ومافيش عربي وكل خطوة معقدة ، معرفتش اعمل اي حاجة,negatif
مفهوش ماك شغال مع انو موجود بس مش بيفتح ومفهوش حاجات كتير اصلا ومش عربى وزباله جدا ارجو التحسين,negatif
تجربه فوق الرائعه .. بث نرجوكم التطبيق يكون عربى .. عربى .. عربى,positif
بما ان البرنامج مافيهوش عربي تم الحذف,negatif
تحفه جداااا,positif
احلى ططبيق,positif
رائع جدا اتمنى دوام التوفيق,positif
لزم يكون بالعربي لو عاوز ينجاج مصر,negatif
وحشه اوووووووي,negatif
هل بياخذ اجر على التوصيل ام مجانى,negatif
ياريت بالعربي,positif
هحغا4بنتل كم ممكن حلو أو لا,negatif
برنامج فاشل بكل معانى الكلمه😬,negatif
ما تستاهل نجمة تطبيق اطلب برقبة ابوكو اتفو 😠😤😠😠😠,negatif
هزا التطبيق لا يدعم الغه العربيه ولي زلك انا لا ادعمه وله احمله الزي لا يدعم لوغتنه لا ندعمه,negatif
تطبيق كويس جدا,positif
كل ما ادخل عنوان لا يقبله ... هيا الخدمة مش متاحة في غرب اسكندرية,negatif
ابشع حاجة خدمة العملاء وحلولها الغبية,negatif
ممتازة جدا واسعرة رخيصه جدا جدا,positif
عدم التنزل لا يدعم الغه العربيه,negatif
ياريت تشغلوا معاكم ناس محترمه و تيجي ف معادها مش بعد ساعه الا ربع يقولي الاوردر اتحول من عليا لواحد تاني بجد خدمه غير زفت,negatif
شركه زباله وحراميه سرقتوني وقفلتو الاكونت محدش يتعامل معاهم ابدا,negatif
برنامج فاشل والناس اللى ماسكه فاشله زيه وانا اصلا خرجت منه وهاخلى كل الناس اللى منزله تشيله فششششششششل,negatif
كنتاكي مش موجود ولما طلبت وجالي مانزليش الخصم بتاعي عليه ليه؟!؟!,neutre
سيء للغاية قمت بتحميله وبسبب لانه باللغة الانجليزية قمت بحذفه ولم استعمله اطلاقا..وفيه ملاحظة ثانية عدم اهتمامكم بتعليقات المستخدمين على التطبيق المفروض تعالجوا مشاكل التطبيق وملاحظة اخرى حتى التعليقات الايجابية فيها انتقاد للتطبيق,negatif
ارجو ان يكون التطبيق عربي,negatif
ياريت اضافه محافظه الدقهلية,positif
هرتلرت .,positif
لازم يكون بالعربي,neutre
ياريت تكبرو ااموقع شويه دى يعتبر محصورة فى منقطه واحدة,positif
لما اطلب اوردر ساندوتشات ويجى ناقص ويتخد نمنه بالكامل وابعت شكاوى على الايميل من بالليل للصبح ويقولى الرد خلال ٢٤ ساعه ده يبقى ايه واللى قاعد بياكل يكمل بعد ٢٤ ساعه,negatif
ممتاز 😍,positif
روععععععة €€€€€,positif
فجحلكبلكللف,positif
زفتتتتتتتتتتت,negatif
ليه مفيش لغه عربيه,neutre
ياريت يبقى بالعربي لان معظم اللى بيوصل الطلبات مش عارف انجليزى و بيتصل يستفسر عن العنوان,positif
رجاء اضافه اللغه العربيه دا سوق عربي مش اجنبي,negatif
ابلكيشن غبي جدا ومبيسجلش عناوين الصراحه اللي صممه معندوش فكره وعملين بس اعلانات ف التليفزيون علي الفاضي وانتو اصلا عاملين برنامج سي جدا جدا ومحدش بيعرف يسجل عليه حاجه . خساره تحميله,negatif
صعب تسجيل العناوين 😏,negatif
ياريت يكون ف لغه عربيه احنا ف مصر مش اوروبا,negatif
بحاول اسجل بالإيميل مش راضي يكمل وبيدي unknown error وبجد حاجه سيئه,negatif
تطبيق جيد جدا و الدليفري مهذبين,positif
برنامج سيئ,negatif
حاجة زى الخرا الصراحة انصحكم تشيلو البرنامج,negatif
برنامج تحفة وبينزل عروض وخدمة توصيل تحفة وخدمة ممتازة انصح الكل بتنزيله,positif
تطبيق جيد جدا وعروض وخدمه ممتازه,positif
حراميه طلبت اوردر قالى رح افك وخد 105وحطنى على البلاك لست,negatif
فعلا التطبيق سئ جداااااااا ولا انصح وبتحميله ولا يدعم اللغه العربيه ويأخد وقت كبير فى تحديد الموقع والتسجيل داخل التطبيق,negatif
تطبيق جيد ومحترم ومطاعم محترمه ووقت توصيل اقصر,positif
ممتاز جدا وخدمة توصيل سريعه,positif
أحسن برنامج في العالم,positif
كنت عايزة احمل التطبيق الحمدلله بعد ما عرفت ان فاشل ولا يوجد لغة عربية كويس انى محملتش خسارة انى اخسر الجيجا عشان حاجة فاشلة,negatif
سيء اوعي حد يستخدمه ونصابين جدا ومعاملة قذرة واللي حيستخدمه حيندم,negatif
اظن البرنامج بيخاطب مصريين وعرب اين اللغه العربيه,negatif
ج زاكم الله خيرا ان شاء الله,positif
برنامج محترم يبدو استخدامه صعب للوهله الأولى لعدم وجود اللغه العربيه ولاكن بصراحه بيتيح لك خدمات كثيره واتساع في شريحه الاختيار وبسعر مناسب جدا,positif
بصراحه اكثر من رائع,positif
الصراحة التوصيل اخد الوقت المحدد بالضبط ومتاخرش,positif
جامد وسريع جدا,positif
اجمد شركه,positif
ممكن رقم خدمة العملاء,neutre
حضرتك انا صاحب مطعم مشويات حابب اشترك في التطبيق معكم ارجو الرد,positif
جامد جدا جدا جدا جدا,positif
برنامج سيء جدا جدا جدا اولا تسجيل العناوين عليه صعب واصلا مبيسجلش .. ثانيا لغته كلها انجليزي ومفيهوش اوبشن العربي .. وبعد ما ثبته مسحته ..,negatif
سئ جداً,negatif
حلو😍,positif
سريع ومنظم جدا شكرا لمساعدتكم,positif
ياريت ترجعوا دمج الخصومات مره اخري,negatif
لازم يكون في جزء للددواء,negatif
هو ليه كله انجليش مش مترجم عربي,neutre
1697KKD برومو كود ب 75 جنيه,positif
جميل وسريع,positif
انا شوفت تعليقات الناس انه مش بيدعم اللغة العربية ومع ذلك حملته وقولت يمكن مراجعات قديمة لكن اكتشفت انه فعلا مافيهوش عربي. احنا في مصر على فكرة مش في اوربا عشان تعملو برنامج خدمي باللغة الانجليزية,negatif
معقد جدا ومستفز,negatif
فين اللغه العربيه ياجماعه التطبيق رخم جدا,neutre
تطبيق وحش جدا,negatif
لازم يبقا باللغة العربية أبليكيشن اطلب احسن منكم بصراحة مهتمين برأي الناس مش واحد عامل تطبيق مش مسهل اي حاجة ولا لغة ولا Gps حلوين ظبطو التطبيق الاول وبعدين اكلمو,negatif
بطيئ اووي,negatif
كويس جدا بتعامل معاه كل يوم وكويس جدا,positif
سئ جدا ومفيش لغة عربية خالص ومشعرفة اطلب حاجة خالص,negatif
برنامج زفت منصحش اي حد ان هو ينزلوا مش بيدعم الغه العربيه👎👎👎👎👎,negatif
عاش,positif
هذا تطبيق ممتعععععععععععععع,positif
خدمة ممتازة جدا,positif
حلو اوي,positif
الي عايز يكسب 30ج خاصم ينسخ الرابط ده 188TC1X,positif
مفيش عروض كتير,negatif
فاجر,positif
برنامج سئ جدا لا انصح بتحميله,negatif
ادخل هذا الكود وتحصل علي خصم 30ج,positif
نزل التطبيق واكتب البرومو كوده ده وهت اخد خصم 60ج 1726EC1,positif
فعلا الناس كلامها كله صح انجليزي في انجليزي طبعا هانفهموا ازاي مفروض يكون فيه ترجمه للناس اللي ملهاش في الانجليزي,negatif
الاوردر بيتاخر والحاجة بتيجي باردة ودي مش معاملة ابدا اخر مرة هتعامل مع جلوفو,negatif
برنامج ممتاز وخدمة ممتازة و مندوبين توصيل في قمة الماهرة وانصح كل من موجود بيته في زون چلوڤو باستخدامه,positif
نازل الابلكيشن و ادخل كود ده هتاخد ٣٠ جنيه خصم 172AL3H,positif
مش حلو خالص مش عارفه حتي اسجل فيه ومش فيه عربي,negatif
شركه محترمه بس ناقصها يعمله رقم لخدمه العملاء بدل الميل دا,positif
تطبيق زبالة زفت..لو نزلته تبقى مغفل,negatif
والله جميل,positif
انامابعرف إنجليزي ونفسي يبقي عربي,negatif
معقد ... لا يوجد لغة عربية رغم ان التطبيق موجه لفئة كلها تتكلم العربية وكل دعاياهم بالعربية !!,negatif
ليه مفيش لغه عربيه مش المفروض يكون في ميزه تغيير اللغه طب ما نطلب ديلفري احسن من اي مكان نعوز نجيب منه,negatif
فشيخ,positif
تطبيق حلو بس ازاي احول اللغه لي عربي,positif
برنامج يقرف,negatif
لا بعمل باللغة العربية وسئ جدا,positif
فاشل جدا جدا جدا اوعى حد ينزله أنا هامسحه حالا ولازم يكون بالعربي وبعدين أنا طالب أوردر بقالي ساعتين ولسة لحد دلوقتي ماوصلش ومش اعارف أعمل اي حاجة برنامج فاشل فاشل فاشل,negatif
رائع و جميل جداااااااااااااااااا,negatif
ظش عارف لياا عملنلى مشكله معملتش حاجه غلت وقلت 12 واحد نزل الابلكاشن,negatif
خدمة كويسة ياريت تفضل الاسعار كويسة مقارنة فالابلكيشنز التانية,positif
زي الزفت جالي الاوردر من ماكدونالدز الببسي مكبوب فوق الايس كريم وكمان مبيعرفش يستخدم الابلكيشن قعد يلف كتير منصحش بيه خالص وطيار حمار,negatif
خدمه محترمه ومندوب توصيل قمة الأدب والاحترام,positif
حمل التطبيق واكتب البرومو كود دة وهتاخد خصم 60 جنية 169KHMR,positif
اللغة الانجليزية عائق لاستخدام البرنامج,negatif
لايغطي الا الهرم وفيصل فقط,negatif
حاجة كويسة جدا جدا جدا,positif
البرنامج سئ جدآمفيش لغة عربية انا مسحته,negatif
تخفه,positif
تطبيق سئ و غير سهل التعامل,negatif
جميل جدا بس ارجو عربي,positif
برنامج جميل,positif
سيء جدا...غير سلس في تسجيل العناوين... لايدعم اللغه العربية (فزلكة مبرمج) عامل برنامج لا يتناسب مع الفئة الاغلب... سوف اقوم بحذفه حالا... اعلانات وبهرجه ع الفاضى.. لا أنصح بتحميله.. يوجد برنامج منافس أفضل منه بكثير ولا يصح المقارنه معه,negatif
اسوا خدمة عملاء,negatif
انا مش عارف اشغله اعمل اي,negatif
سيئ جدا جدا ما فهوش اي لغة غير انجليزي بس,negatif
لتا,positif
ما فيش لغه عربيه وحنا بمصر,negatif
تغطى منطقه الاميريه وترعه الجبل باكملها,positif
حاجة حلوة جدا وجود البرنامج دا ف مصر,positif
من غير مااحور عليك ده البرومو كود بتاعي عايز تستخدمه استخدمه مش عايز براحتك 188ABBJ,positif
البرنامج مش قابل للعنوان عن طريق المابس او حتى لما بدخل العنوان مبيقبلهوش ايه الحل,negatif
جميل اوي,positif
ياريت يتم ترجمه بالعربي بعد ازنكم صعب التعامل مع البرنامج انجليزي بس واكيد ناس زي كتيييير وشكرا,negatif
جميل جداا,positif
برمو كود تكسب 100 جنية رصيد 182EZUY,neutre
بدء يتحسنو,positif
عاوزه اعرف ازاي اقدر اغير لغة البرنامج من انجليزي الى عربي,positif
سيء جدا جدا جدا,negatif
تطيبق رائع والدليفردي ناس محترمه جدا,positif
لماذا ليس باللغه العربيه؟,negatif
برنامج غبي وملوش اي لزمة ولا فيه اماكن ولا بطيخ محدش ينزله وسيبكم من الاعلان ونطلب جلوفو يجيبلنا تورتة وبامبرز وفطير دا هبل ولا في الكلام دا اصلا,negatif
ممتاز وبالتوفيق ان شاء الله,positif
انا مش اريد اشى من جلوفو,negatif
جيد لكن التوصيل بياخد وقت كبير,neutre
سيئ للاسف,negatif
يا ريت دعم اللغة العربيه وكمان ازاى اعمل تتبع الطلب,positif
برنامج مستحقش ولا نجمه واحد بنصح الناس انها متنزلوش,negatif
خدمة سيئ جدا. مندوبين بيسرقو من الاوردرات لايوجد رقم خدمة عملاء,negatif
انصحكم بدعم الغلة العربيه البرنامج سئ,negatif
برنامج زبالة منصحش حد يحمله,negatif
زي الزفت ومناديب زفت,negatif
شركه وسخه وحراميه ونصبين وان شاء الله هتقفل قريبا,negatif
حملت الابلكيشن ومظهرش غير ماك ومطعم تاني فقط فين بقي بقيت المطاعم وسيلنترو والسوري والصيدليات,negatif
استخدم كود 3168QVQC وخد ٣٠ جنيه خصم,positif
حمل البرنامج ودخل البروموكود ده 3156WELT وهتاخد 30 جنيه فوري تقدر تطلب بيهم اي حاجة 3156WELT,positif
خصم 194V3DD,positif
يا ريت يبقي عربي,positif
حمل البرنامج ودخل البروموكود ده. 173JEHZ وهتكسب ٦٠ ج رصيد تطلب بيهم برحتك هتلاقي ٣ شروط دوس عليها هتلاقي كلمه promo codدوس عليها ودخل الكود ده 173JEHZ هتكسب ٦٠ج,positif
زى الزفت وغير مفيد ومش عاوز يسجل العنوان والمفروض يكون عربي لا انصح بتحميلة وسوف اقوم بحذفة,negatif
شركه كويسه,positif
برجاء اضافه اللغه العربيه انا حطيت نجمه واحده لو تم اضافه اللغه العربيه ستصل الى ٥ نجوم,negatif
برنامج زباله,negatif
الل اااا1121ثثثثثبببببببببببببببببببببببببببببببببببببب,negatif
محترف,positif
حمل الابلكيشن واكسب 30 جنيه بونص لو كتبت الكود ده 1886GKG,positif
البرنامج بيديلك ٤٠ جنيه من البرومو ده اول اوردر 173JEHZ تاني اوردر رصيد٣٠ جنيه,positif
برنامج زي الزفت و مبيفتحش محدش يحمله,negatif
برنامج فاشل ..مافيش لغات متعدده ...تحديد موقع لا يعمل,negatif
مش حلو,positif
زبالة,negatif
يا جماعه انتوا بتعملوا حملات اعلانيه على الفاضي. التطبيق غير مفهوم لناس كتير ده غير ان في محافظات ومناطق كتير غير مدعومه. الفكره ممتازه لكن التطبيق محتاج تطوير ودعم كامل للغه العربيه ولو حابين تنظموا حملات cost per lead انا ممكن اوصلكم بشركات مختصه وجودة خدماتها عاليه,negatif
احسن خدمه توصيل طلب 😍😍😍😍,positif
حمو بيكا,negatif
مفيش عربي لية المفروض ان احنا نغير اللغة بمزجنا,negatif
خلو في الشرقية هببقي حلوا,negatif
ممتاز وخدمة عملاء ممتازة,positif
لسة هجربة,positif
برنامج سئ جدااااا جدااااا اولا الاكل بارد و برنامج بيعلق ويطلب الاردر غير كامل وخدمة عملاء تتحدث بقلة زوق و يمنع الغاء الطلب فى حين لم يتجاوز الثوانى بسبب عطل البرنامج بجد فاشل اوى وتجربة سيئة ولم تتكرر,negatif
كخكعظخخخ8خغغغع في كل مكان . خمهظتمة هواخهموتخهكوتهخوتخهححوته8,positif
برنامج فشل كل حاجة بالانجليزي ليه البرنامج لازم يكون في عربي,negatif
مفيش لغه عربيه,negatif
سئ جداااا 👎👎❌❌ .. ولا يدعم اللغة العربية,negatif
مش حلوه اوي يعني وبطي جدا,positif
برنامج خرة وزفت ينعل ابو اللي عمله مابيستاهل حتى لو نجمة واحدة على الأقل,negatif
برنامج ابن كلب ساعه ومفيش حاجه,negatif
ليه مش بيدعم اللغه العربيه؟,negatif
العبا جميله جدا جدا جدا جدا جدا,positif
برنامج زباله و مناطق كتير خارج الخدمه ومفيش عربي و ازاي كل مدخل العنوان يقولي غير متاح ف هذه المنطقه,negatif
فين اللغةالعربيةلغةالمصريين دي حاجةمقرفة,negatif
ممكن يكون باللغه العربيه,negatif
الابلكشن في بلد عربي ليه اللغه انجلش ؟؟ سئ جداا وجاري مسح الابلكشن 👎👎👎,negatif
يحققه النفحات رؤى لعبه رنفرنفلنفرنقحرنخفرنفنرفرنفخنرخفنرخفرنخفترخفنرفخترفخرتفخرنفخرتفخ الف هفترخفرتخرفقخخفخاتخفترفخ,positif
وحش جدا جدا جدا,negatif
الاول,positif
هل متوفر في اسطنبول؟؟,neutre
لسه ماجربت اجربه الاول بعدنا اقول اقول على حاجه مااعرفهاش ولا جربتها واقيمها,negatif
لا توجد اللغه العربيه,negatif
فين العربي اعلانات وشغل عالي في الاخر مفي حاجه تناسب الشخص العادي خالص,negatif
سهل بسيط,positif
المندوب طلع حرامى اخد منى قيمة الدليفرى وبالبقشيش وراح وصل الاوردر واخد قيمة الدليفرى مرة تانية,negatif
انا مش عارف اشتغل عليه ممكن اضافة اللغة العربية,negatif
مفيش لغة عربية و مفيش حاجه اصلا متوفرة انا همسحه لما يضافله لغة عربية و يبقي في اقل شئ خدمة الصيدليات متاحة في اي وقت ابقي استخدمه..,negatif
برنامج معفن وفاشل ونصابين كتكم الارف عاوزين تقييم صفرررررررررررررررررررررررررررررررررررررررررررررررر,negatif
برنامج فاشل والناس النصابه اللي دخله تقول دخل الكود وتكسب منكو لله دا شغل زي ماي واي شجره وفروع يعني حضرتك لو دخلت الكود تبعهم تبقا تحت شجرتهم انت تطلب وهما يستفادو من وراك حسبي الله وكمان التطبيق اصلا زباله,negatif
بصراحه برنامج زفت وده الحقيقي,negatif
لم اجرب بعد,positif
هو ليه مش متاح فى كل المناطق!,negatif
مش مفهوم منه حاجه,negatif
أين اللغه العربيه للتطبيق! 🙄!؟,negatif
بخاطب فئة معينة وكان المتحدث باللغة الإنجليزية ارقى من المتحدث باللغة العربية ده اهانه صريحه لكل المصريين واللغة العربية لغة القرآن الكريم وعيب عليكم ولكل من يعمل بهذه الشركة والله العظيم وكان الرد اه بعد سنه ده كلام الموظف الشركة لانها شركة أجنبية وفروعها كلها فى دول اجنبيه بما فيهم المغرب على فكره انا روحت الشركة فى المعادى ومسجل اللقاء. ارجو عدم التعامل معهم واتقو الله نحن على ارض مصرية اسلامية.,negatif
فى مشكلة فى التطبيق مش عارف يحدد المكان بيكتب location is not avalible ولما بكتب العنوان بايدى مش بيكمل بردو,negatif
175SBZJ ده كود خصم 40ج برنامج رائع استخدم الكود هيخصملك 40ج عند الدفع,positif
ااازاي البرنامج مصري ومش مترجم بلعربي عيب والله علينا 😡😡😡😡😡,negatif
هايل ورائع,positif
مًمًتٌآزٍ,positif
برنامج معمول للمصرين ومفهوش كلمة عربي برنامج صعب ومش مفهموم أزى استخدمه ارجو اضافه اللغه العرببه,negatif
مفروض انه من مناطق التوصيل فيصل .. ورغم دا برضو بيقولي مكانك خارج خدمة التوصيل..,negatif
اين اللغه العربيه تم المسح,negatif
تحت التجربه ولكني لا اثق به ولكن حاليا يتم التنزيل,negatif
اولا غيرمدعم الغة العربيه ثانيا مافيش طلب طالبته واتنفذ,negatif
مش رادى يحدد العنوان ولاحتى عنوان ع الشوارع الرئيسيه,negatif
اولا مش متاح بلغه العربيه ثانيا مرضاش يخش وقف عند تحديد الموقع برغم اني حددته,negatif
نصابين يا جماعة محدش يتعامل معاهم تجربتي معاهم عبارة عن نصب في نصب مرة الاوردر ميوصلش بعد ما يتصل بيك الدريفري و يقولك وصلت المكان و تروح ميكنش جه و ياخد الاوردر بنفسه و يستفيد لو فيه خصم و مرة يوصل الاوردر متبهدل و مش كامل كيسين بطاطس بس و مفيش وجبه نصااااااااااااابين احذروا التعامل معاهم,negatif
looks like shiiit. سيء للغايه اولا مغيش لغه عربي ثانيا الموقع غير متوفر يعني انت ايه لزمتك كبرنامج دلفري لما موقعي غير متوفر الخلاصه فاشل او مازال تحت التطوير وبيجربو,negatif
303ZAE6 هيجيلك ٤٠ جنييييه فووووووورا طلب بسرعه,neutre
بيشتغل انجليزى فقط ومش عاوز يشتغل,negatif
خصم كود فوري ٤٠ جنيه313UUPL,positif
3183E3ZD. خصم 40 فوري,positif
بجد تطبيق زباااااااااله نصيحه محدش يحمله علشان دول نصابين بعد ما يوصل الاوردر ده لو وصل اصلا هتلاقو السعر مختلف عن الي كان متحدد طبعا بالزياده,negatif
برنامج جدا جدا سيء سنة عشان يسجل ومش راضى يحدد العنوان بالجيبي اس ومش راضى يشتغل ولا راضى يطلعلى مطاعم ولا اي حاجه وكله انجليزي فانجليزي مش ضايفين لغات حتى نفهم هو بيشتغل ازاى اديته نجمة عشان اقدر اعلق لكن مايستحق ولا تجمة وخسارة انى خسرت نت عشان احمله,negatif
رائغ,positif
1674GT1الكود دة اكتبة في البرمو كود وهيخصملك,positif
لغة اجنبية في بلد عربي اكيد برنامج فاشل جاري الازالة,negatif
برنامج ناجح جدا 🙂 ربنا يوفقكم😉😍,positif
تطبيق جميل وبيديلك 40 جنيه لو استخدمت الكود ده 179KVB5,positif
برنامج جميل جدا .بس عيبه التاخير بس وده برمو كود للمستخدم الجديد ب ٦٠ خصم لاول مره تطلب فيها يلا جربو 182BFLU,positif
لسة البرنامج بيطور بس الفكرة حلوة لو محتاج 40 جنيه في المحفظة استخدم البرومو كود ده 1887LMY,positif
مفيش خدمه نهائى فى الاسكندريه من اسبوع,negatif
مش عاوز يشتغل ليه انا من المعادي,negatif
حلو جدا وبيهتموا بالعملاء والدليفري رخيص جدا بس مشكلته مش بيوصلوا لكل الاماكن,positif
1698LS1 كود خصم ٣٠ جنيه,positif
عوز الشاغل,positif
احسن من برنامج اطلب مليون مرة وخدمة ممتازة اللي حابب ياخد خصم 40 جنية يدخل الكود دا 184XPWD,positif
كود خصم 60 جنية 167A88D 167A88D 167A88D 167A88D,positif
194DMSR كود خصم للقاهره,positif
برنامج جميل يتيح لك الاختيار بين اكتر من مطعم وباسعار معقولة وارخص سعر دليفيرى فى مصر وده كود يعطيك خصم كبير 187MBBZ على اى طلب,positif
ليه مافيش في منطقة حدائق القبه القاهره ليه كده بجد,negatif
الكود ده بيدي خصم 40 جنيه 175P8WA,neutre
التطبيق كويس في المطاعم فعلا لكن يفضل اللي بيطلب يبقى عارف سعر الطلب من المطعم أصلا لأن ممكن فرق سعر بسيط.. لكن شباب glovos محترمين و ذوق في التعامل,positif
نزل Glovo واحصل علي 60 جنيه خصم الرمز اهو 182UPUN,positif
خصم ٣٠جنيه3163QEAW,positif
جيد جدآ جدآ,positif
بعد تجربة اسبوعين تقيمي لهذا التطبيق انه غير احترافي ويوجد به اخطاء مختلفة ومن اهم عيوبه انه لا يوجد رقم تلفون لخدمة العملاء او للشكاوى واذا واجهتك مشكله لا تقدر على حلها الا عن طريق البريد الالكتروني ترسل لهم وتنتظر الرد وفي حال كنت محتاج احد يساعدك مباشرة لحل المشكلة لتتمكن من عمل اوردر لن تجد رد سريع بالنهاية تطبيق بهذه الفكرة يجب ان يكون اكثر حرفية,negatif
البرنامج بالغه الانجليزيه ودي حاجه مش حلوه ودا كود خصم ب30 جينه. 186FM43,negatif
كود خصم ٣٠ جنيه مجانا 176ZK2Z,positif
بعد ما نزلت البرنامج واشتغل مرة فجاة لقيت كل الحسابات اتوقفت وخدمة العملاء مش بترد,negatif
الدليفريه حراميه و نصابين من الاخر شركة مقاطيع,negatif
تحت التجرابه,negatif
بيضحكوا علي الناس والمندوبين بياخدوا الاكل لما يبقا معاك خصم,negatif
برنامج نصاب,negatif
كود خصم 179ZEEF,negatif
تحت التجربه بس انا مش عارفه استخدمه بسبب ان اللغه انجليزيه وانا مش فاهمه,negatif
