userName,content,score,sentiment,at,app_name
مستخدم Google,تطبيق فاشل جدا,1,negatif,2019-06-24 00:15:40,Glovo
مستخدم Google,برنامج فاشل جدا 👎👎👎👎👎,1,negatif,2019-06-23 12:46:17,Glovo
مستخدم Google,في قمة الاحتراف برنامج ممتاز,5,positif,2019-06-22 17:51:22,Glovo
مستخدم Google,انتو ليه حطين فى قايمة التوصيل انكو بتوصلو (( الكحول )) ليه معنى كده محدش هايثق فيكم . مش ممكن تكونوا بتأكلونا وبتبعتولنا لحم خنزير .. يبقى كدة بتبعدوا الناس عن التعامل معاكم,3,neutre,2019-06-22 04:57:28,Glovo
مستخدم Google,كنتوا بتغطوا روكسي والزيتوت ليه سبتوا الاريا دي ؟؟؟؟ ... انا كنت بحب للابلكيشن جدا,4,positif,2019-06-21 13:46:22,Glovo
مستخدم Google,ليه مش شغال في اسكندريه منطقه الابراهميه بيقولي انا خارج منطقه الدليفري,1,negatif,2019-06-20 11:06:06,Glovo
مستخدم Google,مفيش عربي,1,negatif,2019-06-19 21:09:23,Glovo
مستخدم Google,الولاد محترمين فوق الوصف .,5,positif,2019-06-19 13:24:51,Glovo
مستخدم Google,حًآجّهّ جّمًيَلَهّآ آوٌوٌوٌيَ,5,positif,2019-06-19 10:39:55,Glovo
مستخدم Google,مساء الخير يا فندم انتو نزلتو مصر تانى ولا ليسه,5,positif,2019-06-18 21:03:56,Glovo
مستخدم Google,هذا التطبيق اجمل و أوفى تطبيق,5,positif,2019-06-17 11:39:51,Glovo
مستخدم Google,برنامج ابن وسخة معرص,1,negatif,2019-06-16 04:38:35,Glovo
مستخدم Google,تجربه سيئه جدااا مش عاوز يدخل العنوان كل م ادخل عنوان يقولي انه مش متوفر,1,negatif,2019-06-15 00:04:17,Glovo
مستخدم Google,متفتحش,1,negatif,2019-06-12 13:41:27,Glovo
مستخدم Google,هل يدعم التطبيق اللغة الانجليزية,4,positif,2019-06-12 12:05:31,Glovo
مستخدم Google,سيئ جدا لا بيحدد الموقع ولا بيسجل العنوان,1,negatif,2019-06-10 18:29:08,Glovo
مستخدم Google,برنامج سى سى جدا والمفروض يبقي باللغه العربيه,1,negatif,2019-06-09 14:46:53,Glovo
مستخدم Google,البرنامج ليه مش عايز يقبل ولا اى عنوان رغم انى طلبت مرتين قبل كده ارجو المساعدة,1,negatif,2019-06-07 13:16:36,Glovo
مستخدم Google,جلوفو مش شغال ليه,1,negatif,2019-06-06 13:42:47,Glovo
مستخدم Google,البرنامج كله انجليزي وغير دلك حتى لو حبيت اضيف العنوان لا يضاف ومش عارفة اتعامل به خالص,1,negatif,2019-06-06 13:20:30,Glovo
مستخدم Google,لو سمحتوا هو التطبيق مش فيه اعدادات للغة ليه,3,neutre,2019-05-30 10:39:19,Glovo
مستخدم Google,ممكن تضيفوا قريه البرامون تبع مركز المنصوره,5,positif,2019-05-28 16:36:48,Glovo
مستخدم Google,جميل ورائعة لان الطلب يصل حت المنزل و هذا شيء رائعة,5,positif,2019-05-28 12:49:50,Glovo
مستخدم Google,املك دراجه،ارغب بالانضمام اليكم,3,neutre,2019-05-27 11:25:33,Glovo
مستخدم Google,تطبيق سيء جدا جدا جدا جدا,1,negatif,2019-05-26 14:46:51,Glovo
مستخدم Google,سئ جدا مش راضى يظهر اى حاجه عندى,1,negatif,2019-05-26 01:08:53,Glovo
مستخدم Google,رخم,1,negatif,2019-05-25 16:08:19,Glovo
مستخدم Google,كل الناس بتقول ممتاز قولت اجرب 😂,5,positif,2019-05-21 16:01:21,Glovo
مستخدم Google,الصراحة التطبيق جميع والجروب حق التوصيل تعاملهم اجمل بعد اكيد الي مايعرف يستخدم التطبيق حيقول التطبيق سيئ ومايشتغل او بي اخطاء لكن العكس صحيح بلنسبه للي قالو الموقع مو شغال وخدمات اللوكيشن سيئه هذا الكلام غير صحيح لان التطبيق مصمم اصلا على اللوكيشن.. بلنسبه لليدور اللغه العربيه في التطبيق اخب اقله انت جاي في دوله اوربيه والمفروض تتكلم اللغه الانكليزيه.... Thanx Glovo and thanx for team orders it was first time for me in glovo but it was so good ❤️,5,positif,2019-05-20 10:50:05,Glovo
مستخدم Google,سئ جدا جدا جدا,1,negatif,2019-05-20 00:40:44,Glovo
مستخدم Google,برنامج فيه مشكله ما يقدر يحدد الموقع,1,negatif,2019-05-17 11:31:55,Glovo
مستخدم Google,بديعة ورائعة,5,positif,2019-05-14 17:07:11,Glovo
مستخدم Google,تجربه سىء جدا وشركه فاشله جدا وندمت انى نزلت الابلكيشن,1,negatif,2019-05-14 16:31:45,Glovo
مستخدم Google,مش بيفتح غير لأبليكيشن أطلب بس,1,negatif,2019-05-13 03:01:45,Glovo
مستخدم Google,احسن برنامج بجد والله😍,5,positif,2019-05-06 10:02:01,Glovo
مستخدم Google,لا يوريد ان يعمل,1,negatif,2019-05-05 14:09:56,Glovo
مستخدم Google,هو انا مش هقدر اقول عليه حاجه لانى ببساطة مش عارفة اتعامل معه بلس هو مش بيحدد اللوكاشن بتاعى اصلا و حتى لما بخطار اقرب مكان ليا بيقولى المكان ده مش متوفر .....؟,1,negatif,2019-05-05 11:19:25,Glovo
مستخدم Google,مش فاهم منه اى حاجة و حذفته,1,negatif,2019-05-04 21:14:18,Glovo
مستخدم Google,لازم يكون مدعوم باللغة العربية ويكون بيوصل لوسط البلد فى القاهرة,1,negatif,2019-05-03 19:16:41,Glovo
مستخدم Google,الابليكشن كل ما اكتب عنوان. يبعتلي غير محدد وانا بكتب نفس العنوان في باقي الابليكشنز طب اعمله ايه يعني بصراحه انا كنت فاكره علي الاعلان بتاعه انه هيوفر علينا وقت. ده اكتر حاجه ضيعت وقت وف الاخر مفتحش معايا للاسف سئ جدا جدا 😡😡😡,1,negatif,2019-05-03 11:42:07,Glovo
مستخدم Google,ارجو اضافة اللغة العربيه,4,positif,2019-05-03 08:38:29,Glovo
مستخدم Google,ازاي تدخل موقعك و هو كل شوية يقولك oops دانت لو كنت واحد حقيقي كنت لبستوا فيك الصراحة و متستهلةش ربع نجمة😡,1,negatif,2019-05-02 14:37:29,Glovo
مستخدم Google,اكتب الكود ده اعمل في شاشة لي اليسار او شمال هيطلعلك حاجة اسمها برمو كود اضغط عليها واكتب الكود ده 167TNXR عهيعملك خصم ٤٠ جنية بس بيديك باردوا خصم ٤٠چ بس في يومين بس لازم تحط كود ده 167TNXR وتشتري بيه حاجة علشان يجيلك الخثم تاني ٤٠چ,5,positif,2019-05-02 12:25:48,Glovo
مستخدم Google,برامج سي ومفيش خدمة عملاء جادة,1,negatif,2019-05-01 05:21:49,Glovo
مستخدم Google,مع السلامه جلوفو,5,positif,2019-04-30 22:25:32,Glovo
مستخدم Google,احسن تطبيق في مصر,5,positif,2019-04-30 10:26:31,Glovo
مستخدم Google,تحفه بجد,5,positif,2019-04-29 20:19:00,Glovo
مستخدم Google,خساره فيك النجمه,1,negatif,2019-04-29 17:01:33,Glovo
مستخدم Google,بجد تطبيق غير صالح ولا به اى نفع فاشل فاشل,1,negatif,2019-04-28 23:54:38,Glovo
مستخدم Google,البرنامج تحفه بجد,5,positif,2019-04-28 23:07:14,Glovo
مستخدم Google,هو سئ اوىىىىىىىىىىىىىىىىىى,1,negatif,2019-04-28 19:09:45,Glovo
مستخدم Google,شركه بت وسخه نصابة,1,negatif,2019-04-27 21:33:01,Glovo
مستخدم Google,جلوفو بيجبلينا. حاجه حته الكبايه بجاد. أحسا حاجة,5,positif,2019-04-27 14:32:34,Glovo
مستخدم Google,خدمه ممتازه,5,positif,2019-04-27 13:37:59,Glovo
مستخدم Google,برنامج قمة القزاره,1,negatif,2019-04-27 12:10:36,Glovo
مستخدم Google,بصراحه انا مش عاجبني الا في حاجة واحدة انة بيوفر نزلة طويلة للسوق,1,negatif,2019-04-26 21:01:17,Glovo
مستخدم Google,حلوة جداً,5,positif,2019-04-26 19:16:35,Glovo
مستخدم Google,اسرع من ديليفرى المحلات,4,positif,2019-04-26 07:59:35,Glovo
مستخدم Google,حلو ولا لاء,5,positif,2019-04-25 13:44:45,Glovo
مستخدم Google,مو عوذه تشتغل,2,negatif,2019-04-25 08:28:47,Glovo
مستخدم Google,اتطبيق جميل جداًِ💖✨💛😄😄,5,positif,2019-04-24 22:40:47,Glovo
مستخدم Google,طبيق جميل جدا جدا جدا,5,positif,2019-04-24 11:43:11,Glovo
مستخدم Google,استخدمه ازاى يعنى انا بطلب منه وله انا بطلب الاول الاوردر من المحل نفسه,1,negatif,2019-04-23 18:59:33,Glovo
مستخدم Google,يريد يكون بالعربي,1,negatif,2019-04-23 14:15:46,Glovo
مستخدم Google,برنامج فى كميه روعه من حيث الخدمه ومدة التوصيل و تواصل وكل حاجه روعه,5,positif,2019-04-23 08:28:08,Glovo
مستخدم Google,ربع نجمه,1,negatif,2019-04-22 23:48:43,Glovo
مستخدم Google,برنامج مش حلو مش راضي بحدد المنطقة مش راضي,1,negatif,2019-04-22 20:33:46,Glovo
مستخدم Google,التوصيل. ٨.في الكيلو. لو دليفري المكان. نفسه مش. حياخد كده. اخدته ٣٠ ج دليفري. ياسفاحيين,1,negatif,2019-04-22 19:14:38,Glovo
مستخدم Google,تطبيق زفت زفت ييييع,1,negatif,2019-04-22 02:47:12,Glovo
مستخدم Google,هو ليه انجليزي كله,1,negatif,2019-04-21 22:05:25,Glovo
مستخدم Google,سئ جدا وجارى الغاء التثبيت,1,negatif,2019-04-21 22:01:05,Glovo
مستخدم Google,ياريت يكون بالعربي لانة نازل في مصر وليس دولة اوربية,3,neutre,2019-04-21 21:37:09,Glovo
مستخدم Google,يجب أن تكون الأتمن رخيسة,3,neutre,2019-04-21 20:06:37,Glovo
مستخدم Google,bad وحش,1,negatif,2019-04-21 19:51:50,Glovo
مستخدم Google,بصراحة سيئ عشان مش باللغة العربية,1,negatif,2019-04-21 12:51:38,Glovo
مستخدم Google,هو مش بيفتح ليه😡جربت كل حاجه لو حد يعرف قول,5,positif,2019-04-21 06:38:20,Glovo
مستخدم Google,لا اعرف كيف يعمل 😭😭😭😭,1,negatif,2019-04-20 21:27:55,Glovo
مستخدم Google,عزة محمد حسن الرفاعي,3,neutre,2019-04-20 12:55:17,Glovo
مستخدم Google,الابليكيشن سيئ جدا - عيوب الابليكيشن 1- لا يدعم اللغه العربيه مع اني اتحدث الانجليزية 2- صعوبه في تسجيل الموقع سواء كتابه او تلقائي 3- بطيئ جداً,1,negatif,2019-04-19 01:37:23,Glovo
مستخدم Google,برنامج مانو حلوه بالمره👎مابيستاهل ول حت نص نجمه⭐👎,1,negatif,2019-04-18 22:19:28,Glovo
مستخدم Google,الخدمه ممتازه والأكل جه بسرعه,4,positif,2019-04-18 17:01:27,Glovo
مستخدم Google,يستاهل الف نجمة,5,positif,2019-04-18 16:02:44,Glovo
مستخدم Google,هذا الرابط مرحبا بكم,4,positif,2019-04-18 13:04:55,Glovo
مستخدم Google,التعارف,5,positif,2019-04-18 05:25:44,Glovo
مستخدم Google,سيء جدا. ازاي اطلب اوردر و الشخص اللي هايوصلهولي يقولي انا كده وصلت اخري في الطريق ملقدرش اوصلهولك لحد البيت عشان ده خارج ال zone بتاعي وانزله 3 محطات عشان اخد الاوردر يبقي ده برنامج مالوش اي لازمه. المفروض انه برنامج ديلفري لغاية البيت علي حسب الاعلانات الوهمية اللي عاملينها عال tv,1,negatif,2019-04-17 22:48:26,Glovo
مستخدم Google,تطبيق زبالة أنا في مدينة نصر وبيقولي خارج منطقة التوصيل وكل حاجة يقولي ايرور,1,negatif,2019-04-17 12:58:53,Glovo
مستخدم Google,برنامج زبالة بقالي شهر محملة ومش عارف ابعت حاجة من خلاله .. اعلانات وبهرجة على الفاضي,1,negatif,2019-04-16 23:28:32,Glovo
مستخدم Google,ههههههههههههههههههههه,5,positif,2019-04-16 18:03:01,Glovo
مستخدم Google,انا نزلت البرنامج ومسحته تاني لما تبقو تعملو تحديث ويكون باللغه العربيه ابقو قلولي على فكرة إحنا في مصر يعني دولة عربية لو مش وخدين بالكم,1,negatif,2019-04-16 15:17:28,Glovo
مستخدم Google,الربنامج E مش عارفه اعمل ايه ممكن الرد وكل ماجي اطلب مش بيطلب,1,negatif,2019-04-16 02:00:59,Glovo
مستخدم Google,ممتاااااز,5,positif,2019-04-15 23:28:02,Glovo
مستخدم Google,الزفت احسن,1,negatif,2019-04-14 13:16:23,Glovo
مستخدم Google,زباله,1,negatif,2019-04-13 20:01:42,Glovo
مستخدم Google,مقكفعقنهقاقخبهقا,5,positif,2019-04-13 17:08:03,Glovo
مستخدم Google,حلوه بدون اي حاجه,1,negatif,2019-04-13 14:42:47,Glovo
مستخدم Google,ده اخرا برنامجشوفتو في حياتي,1,negatif,2019-04-13 09:39:04,Glovo
مستخدم Google,سى جدا,1,negatif,2019-04-13 08:12:17,Glovo
مستخدم Google,ولا ليه اى تلاتين لازمه ميستحقش نجمه حتى,1,negatif,2019-04-13 00:40:12,Glovo
مستخدم Google,كويس,5,positif,2019-04-13 00:16:44,Glovo
مستخدم Google,مبدع,5,positif,2019-04-12 13:45:05,Glovo
مستخدم Google,فكره الابليكيشن ممتازه,5,positif,2019-04-12 12:50:22,Glovo
مستخدم Google,ينقصه اللغة العربية,3,neutre,2019-04-11 14:46:06,Glovo
مستخدم Google,لسه هنزله,5,positif,2019-04-10 23:56:08,Glovo
مستخدم Google,جميلة اوى,5,positif,2019-04-10 14:38:04,Glovo
مستخدم Google,برنامج عالمى,5,positif,2019-04-10 00:57:54,Glovo
مستخدم Google,يوجد صعوبه فى الاستخدام شكرا,1,negatif,2019-04-09 12:25:55,Glovo
مستخدم Google,برنامج فاشل جدا وتم الغاء التثبيت,1,negatif,2019-04-09 10:10:28,Glovo
مستخدم Google,تطبيق زبالة,1,negatif,2019-04-08 15:59:26,Glovo
مستخدم Google,للاسف سئ جدا جدا جدا...وغير مفهوم بالمرة ...,1,negatif,2019-04-08 10:06:17,Glovo
مستخدم Google,بصراحه البرنامج حلو,5,positif,2019-04-07 18:39:20,Glovo
مستخدم Google,اول ما اتعمل نزلته وجاني الاريا بتاعتي ومسحته ونزلتوا تاني بيقولي نبيجيش الاريا بتاعتي ده اللي هو ازاي يعني مش فاهمة 🤔,2,negatif,2019-04-07 14:28:56,Glovo
مستخدم Google,زفت ، منتهى الصعوبة ف الإستخدام ومافيش عربي وكل خطوة معقدة ، معرفتش اعمل اي حاجة,1,negatif,2019-04-07 11:33:06,Glovo
مستخدم Google,مفهوش ماك شغال مع انو موجود بس مش بيفتح ومفهوش حاجات كتير اصلا ومش عربى وزباله جدا ارجو التحسين,1,negatif,2019-04-07 08:29:13,Glovo
مستخدم Google,تجربه فوق الرائعه .. بث نرجوكم التطبيق يكون عربى .. عربى .. عربى,5,positif,2019-04-06 23:00:59,Glovo
مستخدم Google,بما ان البرنامج مافيهوش عربي تم الحذف,1,negatif,2019-04-06 22:28:34,Glovo
مستخدم Google,تحفه جداااا,5,positif,2019-04-06 20:47:49,Glovo
مستخدم Google,احلى ططبيق,5,positif,2019-04-06 18:15:12,Glovo
مستخدم Google,رائع جدا اتمنى دوام التوفيق,5,positif,2019-04-06 14:04:43,Glovo
مستخدم Google,لزم يكون بالعربي لو عاوز ينجاج مصر,1,negatif,2019-04-06 07:10:15,Glovo
مستخدم Google,وحشه اوووووووي,1,negatif,2019-04-06 02:35:55,Glovo
مستخدم Google,هل بياخذ اجر على التوصيل ام مجانى,1,negatif,2019-04-05 14:15:59,Glovo
مستخدم Google,ياريت بالعربي,4,positif,2019-04-04 23:22:22,Glovo
مستخدم Google,هحغا4بنتل كم ممكن حلو أو لا,1,negatif,2019-04-04 16:01:31,Glovo
مستخدم Google,برنامج فاشل بكل معانى الكلمه😬,1,negatif,2019-04-04 01:36:45,Glovo
مستخدم Google,ما تستاهل نجمة تطبيق اطلب برقبة ابوكو اتفو 😠😤😠😠😠,1,negatif,2019-04-02 20:58:24,Glovo
مستخدم Google,هزا التطبيق لا يدعم الغه العربيه ولي زلك انا لا ادعمه وله احمله الزي لا يدعم لوغتنه لا ندعمه,1,negatif,2019-04-02 18:57:25,Glovo
مستخدم Google,تطبيق كويس جدا,5,positif,2019-04-02 17:00:42,Glovo
مستخدم Google,كل ما ادخل عنوان لا يقبله ... هيا الخدمة مش متاحة في غرب اسكندرية,1,negatif,2019-04-02 16:36:25,Glovo
مستخدم Google,ابشع حاجة خدمة العملاء وحلولها الغبية,1,negatif,2019-04-01 18:28:49,Glovo
مستخدم Google,ممتازة جدا واسعرة رخيصه جدا جدا,5,positif,2019-04-01 18:18:07,Glovo
مستخدم Google,عدم التنزل لا يدعم الغه العربيه,1,negatif,2019-04-01 15:17:18,Glovo
مستخدم Google,ياريت تشغلوا معاكم ناس محترمه و تيجي ف معادها مش بعد ساعه الا ربع يقولي الاوردر اتحول من عليا لواحد تاني بجد خدمه غير زفت,1,negatif,2019-04-01 14:44:51,Glovo
مستخدم Google,شركه زباله وحراميه سرقتوني وقفلتو الاكونت محدش يتعامل معاهم ابدا,1,negatif,2019-04-01 12:29:19,Glovo
مستخدم Google,برنامج فاشل والناس اللى ماسكه فاشله زيه وانا اصلا خرجت منه وهاخلى كل الناس اللى منزله تشيله فششششششششل,1,negatif,2019-04-01 10:45:09,Glovo
مستخدم Google,كنتاكي مش موجود ولما طلبت وجالي مانزليش الخصم بتاعي عليه ليه؟!؟!,3,neutre,2019-04-01 04:21:01,Glovo
مستخدم Google,سيء للغاية قمت بتحميله وبسبب لانه باللغة الانجليزية قمت بحذفه ولم استعمله اطلاقا..وفيه ملاحظة ثانية عدم اهتمامكم بتعليقات المستخدمين على التطبيق المفروض تعالجوا مشاكل التطبيق وملاحظة اخرى حتى التعليقات الايجابية فيها انتقاد للتطبيق,1,negatif,2019-04-01 01:18:26,Glovo
مستخدم Google,ارجو ان يكون التطبيق عربي,1,negatif,2019-03-31 20:17:50,Glovo
مستخدم Google,ياريت اضافه محافظه الدقهلية,5,positif,2019-03-31 19:02:37,Glovo
مستخدم Google,هرتلرت .,5,positif,2019-03-31 14:41:52,Glovo
مستخدم Google,لازم يكون بالعربي,3,neutre,2019-03-30 11:16:15,Glovo
مستخدم Google,ياريت تكبرو ااموقع شويه دى يعتبر محصورة فى منقطه واحدة,5,positif,2019-03-30 10:02:40,Glovo
مستخدم Google,لما اطلب اوردر ساندوتشات ويجى ناقص ويتخد نمنه بالكامل وابعت شكاوى على الايميل من بالليل للصبح ويقولى الرد خلال ٢٤ ساعه ده يبقى ايه واللى قاعد بياكل يكمل بعد ٢٤ ساعه,1,negatif,2019-03-30 08:53:29,Glovo
مستخدم Google,ممتاز 😍,5,positif,2019-03-29 19:37:49,Glovo
مستخدم Google,روععععععة €€€€€,5,positif,2019-03-28 20:15:06,Glovo
مستخدم Google,فجحلكبلكللف,5,positif,2019-03-28 19:45:06,Glovo
مستخدم Google,زفتتتتتتتتتتت,1,negatif,2019-03-28 15:50:00,Glovo
مستخدم Google,ليه مفيش لغه عربيه,3,neutre,2019-03-28 13:26:13,Glovo
مستخدم Google,ياريت يبقى بالعربي لان معظم اللى بيوصل الطلبات مش عارف انجليزى و بيتصل يستفسر عن العنوان,4,positif,2019-03-28 13:12:43,Glovo
مستخدم Google,رجاء اضافه اللغه العربيه دا سوق عربي مش اجنبي,1,negatif,2019-03-28 11:53:41,Glovo
مستخدم Google,ابلكيشن غبي جدا ومبيسجلش عناوين الصراحه اللي صممه معندوش فكره وعملين بس اعلانات ف التليفزيون علي الفاضي وانتو اصلا عاملين برنامج سي جدا جدا ومحدش بيعرف يسجل عليه حاجه . خساره تحميله,1,negatif,2019-03-28 11:18:13,Glovo
مستخدم Google,صعب تسجيل العناوين 😏,1,negatif,2019-03-28 08:43:00,Glovo
مستخدم Google,ياريت يكون ف لغه عربيه احنا ف مصر مش اوروبا,1,negatif,2019-03-28 04:12:32,Glovo
مستخدم Google,بحاول اسجل بالإيميل مش راضي يكمل وبيدي unknown error وبجد حاجه سيئه,1,negatif,2019-03-27 21:37:24,Glovo
مستخدم Google,تطبيق جيد جدا و الدليفري مهذبين,5,positif,2019-03-26 09:40:35,Glovo
مستخدم Google,برنامج سيئ,1,negatif,2019-03-26 09:15:29,Glovo
مستخدم Google,حاجة زى الخرا الصراحة انصحكم تشيلو البرنامج,1,negatif,2019-03-26 04:59:13,Glovo
مستخدم Google,برنامج تحفة وبينزل عروض وخدمة توصيل تحفة وخدمة ممتازة انصح الكل بتنزيله,5,positif,2019-03-25 14:49:59,Glovo
مستخدم Google,تطبيق جيد جدا وعروض وخدمه ممتازه,5,positif,2019-03-25 10:16:35,Glovo
مستخدم Google,حراميه طلبت اوردر قالى رح افك وخد 105وحطنى على البلاك لست,1,negatif,2019-03-25 08:29:41,Glovo
مستخدم Google,فعلا التطبيق سئ جداااااااا ولا انصح وبتحميله ولا يدعم اللغه العربيه ويأخد وقت كبير فى تحديد الموقع والتسجيل داخل التطبيق,1,negatif,2019-03-24 19:07:39,Glovo
مستخدم Google,تطبيق جيد ومحترم ومطاعم محترمه ووقت توصيل اقصر,5,positif,2019-03-24 16:17:38,Glovo
مستخدم Google,ممتاز جدا وخدمة توصيل سريعه,5,positif,2019-03-24 00:02:13,Glovo
مستخدم Google,أحسن برنامج في العالم,5,positif,2019-03-23 18:28:47,Glovo
مستخدم Google,كنت عايزة احمل التطبيق الحمدلله بعد ما عرفت ان فاشل ولا يوجد لغة عربية كويس انى محملتش خسارة انى اخسر الجيجا عشان حاجة فاشلة,1,negatif,2019-03-23 18:23:00,Glovo
مستخدم Google,سيء اوعي حد يستخدمه ونصابين جدا ومعاملة قذرة واللي حيستخدمه حيندم,1,negatif,2019-03-23 14:46:37,Glovo
مستخدم Google,اظن البرنامج بيخاطب مصريين وعرب اين اللغه العربيه,1,negatif,2019-03-23 14:44:12,Glovo
مستخدم Google,ج زاكم الله خيرا ان شاء الله,5,positif,2019-03-23 09:49:19,Glovo
مستخدم Google,برنامج محترم يبدو استخدامه صعب للوهله الأولى لعدم وجود اللغه العربيه ولاكن بصراحه بيتيح لك خدمات كثيره واتساع في شريحه الاختيار وبسعر مناسب جدا,5,positif,2019-03-22 20:49:59,Glovo
مستخدم Google,بصراحه اكثر من رائع,5,positif,2019-03-22 15:16:21,Glovo
مستخدم Google,الصراحة التوصيل اخد الوقت المحدد بالضبط ومتاخرش,5,positif,2019-03-21 19:52:55,Glovo
مستخدم Google,جامد وسريع جدا,5,positif,2019-03-21 19:21:50,Glovo
مستخدم Google,اجمد شركه,5,positif,2019-03-21 19:17:31,Glovo
مستخدم Google,ممكن رقم خدمة العملاء,3,neutre,2019-03-21 16:38:04,Glovo
مستخدم Google,حضرتك انا صاحب مطعم مشويات حابب اشترك في التطبيق معكم ارجو الرد,5,positif,2019-03-21 15:20:42,Glovo
مستخدم Google,جامد جدا جدا جدا جدا,5,positif,2019-03-21 08:24:58,Glovo
مستخدم Google,برنامج سيء جدا جدا جدا اولا تسجيل العناوين عليه صعب واصلا مبيسجلش .. ثانيا لغته كلها انجليزي ومفيهوش اوبشن العربي .. وبعد ما ثبته مسحته ..,1,negatif,2019-03-21 06:48:00,Glovo
مستخدم Google,سئ جداً,1,negatif,2019-03-21 03:41:33,Glovo
مستخدم Google,حلو😍,5,positif,2019-03-20 23:56:03,Glovo
مستخدم Google,سريع ومنظم جدا شكرا لمساعدتكم,5,positif,2019-03-20 23:53:48,Glovo
مستخدم Google,ياريت ترجعوا دمج الخصومات مره اخري,1,negatif,2019-03-20 22:48:34,Glovo
مستخدم Google,لازم يكون في جزء للددواء,1,negatif,2019-03-20 19:57:17,Glovo
مستخدم Google,هو ليه كله انجليش مش مترجم عربي,3,neutre,2019-03-20 15:23:40,Glovo
مستخدم Google,1697KKD برومو كود ب 75 جنيه,5,positif,2019-03-20 14:48:06,Glovo
مستخدم Google,جميل وسريع,5,positif,2019-03-20 14:06:00,Glovo
مستخدم Google,انا شوفت تعليقات الناس انه مش بيدعم اللغة العربية ومع ذلك حملته وقولت يمكن مراجعات قديمة لكن اكتشفت انه فعلا مافيهوش عربي. احنا في مصر على فكرة مش في اوربا عشان تعملو برنامج خدمي باللغة الانجليزية,1,negatif,2019-03-20 12:15:23,Glovo
مستخدم Google,معقد جدا ومستفز,1,negatif,2019-03-20 09:16:10,Glovo
مستخدم Google,فين اللغه العربيه ياجماعه التطبيق رخم جدا,3,neutre,2019-03-20 03:11:32,Glovo
مستخدم Google,تطبيق وحش جدا,1,negatif,2019-03-19 19:25:50,Glovo
مستخدم Google,لازم يبقا باللغة العربية أبليكيشن اطلب احسن منكم بصراحة مهتمين برأي الناس مش واحد عامل تطبيق مش مسهل اي حاجة ولا لغة ولا Gps حلوين ظبطو التطبيق الاول وبعدين اكلمو,1,negatif,2019-03-19 13:15:40,Glovo
مستخدم Google,بطيئ اووي,1,negatif,2019-03-19 12:28:30,Glovo
مستخدم Google,كويس جدا بتعامل معاه كل يوم وكويس جدا,5,positif,2019-03-19 11:35:26,Glovo
مستخدم Google,سئ جدا ومفيش لغة عربية خالص ومشعرفة اطلب حاجة خالص,1,negatif,2019-03-19 02:47:26,Glovo
مستخدم Google,برنامج زفت منصحش اي حد ان هو ينزلوا مش بيدعم الغه العربيه👎👎👎👎👎,1,negatif,2019-03-18 20:51:18,Glovo
مستخدم Google,عاش,5,positif,2019-03-18 18:36:35,Glovo
مستخدم Google,هذا تطبيق ممتعععععععععععععع,5,positif,2019-03-18 18:31:44,Glovo
مستخدم Google,خدمة ممتازة جدا,4,positif,2019-03-18 12:05:05,Glovo
مستخدم Google,حلو اوي,5,positif,2019-03-17 19:58:00,Glovo
مستخدم Google,الي عايز يكسب 30ج خاصم ينسخ الرابط ده 188TC1X,5,positif,2019-03-17 19:30:28,Glovo
مستخدم Google,مفيش عروض كتير,2,negatif,2019-03-17 17:15:39,Glovo
مستخدم Google,فاجر,5,positif,2019-03-17 17:12:26,Glovo
مستخدم Google,برنامج سئ جدا لا انصح بتحميله,1,negatif,2019-03-17 13:50:14,Glovo
مستخدم Google,ادخل هذا الكود وتحصل علي خصم 30ج,4,positif,2019-03-16 21:18:12,Glovo
مستخدم Google,نزل التطبيق واكتب البرومو كوده ده وهت اخد خصم 60ج 1726EC1,5,positif,2019-03-16 20:23:41,Glovo
مستخدم Google,فعلا الناس كلامها كله صح انجليزي في انجليزي طبعا هانفهموا ازاي مفروض يكون فيه ترجمه للناس اللي ملهاش في الانجليزي,2,negatif,2019-03-16 14:01:07,Glovo
مستخدم Google,الاوردر بيتاخر والحاجة بتيجي باردة ودي مش معاملة ابدا اخر مرة هتعامل مع جلوفو,1,negatif,2019-03-16 13:13:13,Glovo
مستخدم Google,برنامج ممتاز وخدمة ممتازة و مندوبين توصيل في قمة الماهرة وانصح كل من موجود بيته في زون چلوڤو باستخدامه,5,positif,2019-03-16 12:57:01,Glovo
مستخدم Google,نازل الابلكيشن و ادخل كود ده هتاخد ٣٠ جنيه خصم 172AL3H,5,positif,2019-03-16 12:49:18,Glovo
مستخدم Google,مش حلو خالص مش عارفه حتي اسجل فيه ومش فيه عربي,1,negatif,2019-03-16 11:42:31,Glovo
مستخدم Google,شركه محترمه بس ناقصها يعمله رقم لخدمه العملاء بدل الميل دا,5,positif,2019-03-16 10:54:39,Glovo
مستخدم Google,تطبيق زبالة زفت..لو نزلته تبقى مغفل,1,negatif,2019-03-16 01:40:32,Glovo
مستخدم Google,والله جميل,4,positif,2019-03-15 18:06:25,Glovo
مستخدم Google,انامابعرف إنجليزي ونفسي يبقي عربي,1,negatif,2019-03-15 00:26:05,Glovo
مستخدم Google,معقد ... لا يوجد لغة عربية رغم ان التطبيق موجه لفئة كلها تتكلم العربية وكل دعاياهم بالعربية !!,1,negatif,2019-03-14 22:12:47,Glovo
