commentaire,sentiment
@sarah812308 salam kol arab li br it3rf 3liy mrhba bih fi wtsahp bin veuni pour wtsahp ♥♡♥+2120691088863♥♡♥,Neutral
@wailrayan bravo 3lik 3raftih taymatal o kon galtoha lmha f lawal onzidak wa7d lhadra howa 3ad ghalbat 3lih sa7bto l9dima 3arfato mrid nafsi,Positive
@midoerore jaw ramadan f maghreb ghiiiiiiiiiiiiir 3an kol dowal arabia saraaaha,Neutral
@IbtissamTiskat habibti ya bassom ya malik ana kantsta 3lik bizou alghzala,Positive
@GhadaJreidi habibtna ya ghadoch wach 3andak chi a3mal o imta gha diri jayartk lil lmagheribb,Positive
"Nhar daz wa3er @ Aïn Diab, Casablanca, Morocco https://t.co/zImOTuCZ9f",Positive
@foulamarocaine yemkan ma baghachi sol7 ana hdartlek 3la hadok li ma3andomchi prbl o ana ma3andich mochkil m3a ihab 3andi m3a hadok li,Negative
@yessirski1212 mnin ti jib thon https://t.co/XcMdRWar1U,Neutral
@AboujadSoufiane llah yekattar min amtalak ya rit 3andna walaw 10/100 bhalek min l i3lameyen koun lawad3 ghadi l ahssan,Positive
@Imhouba chofi homa fach ghadi i7a9o hadak achi li bghaw maghadich tb9ay tchofihim fi ta9 ta3 ihab,Neutral
@Mays_Zoubaidi @zozoioiq3 @fahadalmotry @nadamaroc rah kayn ghi fans marwan aktaria chofi akhti siri sawti rah wa9t tswit hada,Neutral
@SwtNaomis @AhmadSa2014 ahmad merci 3aka kalamak bass ihna mamlaka andina malik mou ra2iss la tasstagerib li2anaho amir lmo2mninn laynsero,Neutral
@najwakaram Kol mara tkoni fih inti Hooon ana Kon ghaayb sho ha saa3d li 3andi ana :(,Neutral
@gsaanae hhhhh ana hadi chi 20 d9i9a bach chthaa 350 llahooma bariik,Positive
Ok m3akom dima ila kantou mhaysin ou zahyin,Neutral
@Ihab_Amir chantal w dinahta houma barkoulek madertilhoumch retweet,Neutral
Wahd nes nes karima goli ach bghiti tchrbi ila diti chi haja ktr mn 10dh atkglsiha nti ldinmok,Negative
@tamerhosny Ma32ol kol matefta7 twitter ana bakon fl madrassa :( bgd walahy t3ebt tamena 3alek w 7yat aghla nas 3andak ♥,Neutral
@rimasramous @RajaaKassabny @jamalfayad hbiba rajae enty machi f dak al mostawa dyal kenza li2anaha 3ayrat lik bladek al maghreb iwa fi9i,Negative
@BenQuichotte Maman dit que mazal chtiwa fin avril o mazaaaal lberd,Neutral
@waed1645 3ndk lha9 khas wahd ykon ms2ol wytklf way3ti jadwl kol nhar,Neutral
#ChoiceMusicGroupMale is EXO c'est fini bay bay ya lmadrassa w a5ir 3am ya naja7 ya lmknass drab vacanci m3a fassa s9at n3ich flbarkassa,Neutral
#hananeelkhader #socialmedianight I love you hanona so much khalike daayemne me3a ihab howa kayeberike o kaykhaf 3lik jomhorkom 1 matnsawxi,Positive
@SaraExoel1 @weareoneEXO @layzhang Jawbi ta7t hadak tweet dyal POE Fanbase b link dyal MV d lay o tag accs d EXO o Lay 7ta ywssl tweet l 200!!👍🙏❤️ Haka: https://t.co/veelX5B1PP @weareoneEXO @layzhang -M,Neutral
@NewHack00 @sadensaden29 ana ra ntoma li mrdtoni ila ma3jbkomch chi tasarof ntjm3o o ngoloh liha f social media o manwdoch fitna binatna,Negative
@Nohfucksgiven_ khlik f l blue dialk nti hssn 😒😂😂😂,Negative
@ne2s_u makrehtsh Nshi shi track mjmo3en nta o @l_Morphine w @Quatrehuit w @RaidHamza ! Ghanfree7 !!,Neutral
@imane_VALSK Hhhh lah yster mn zinha yla gelsat fedar Hhhh aussi aussi 3ellah soon,Neutral
@IbtissamTiskat ya ro7i b8 7biba wkbida dyalna wa5a 3rfak maghtna3sich daba hhhhhhhhh #IbtissamTiskat,Positive
"5- Dangeen a bëgg a dugg àjjana te jëfuleen lu leen cay yóbb 6- Dangeen a ragal sawara, ba noppi di ca tayle seen bopp. 7- Xam ngeen ne dee dëgg la, waaye waajaluleen ko. 8- Fu ñu leen fekk yéen a ngi ci ayibi jàmbur, fátte seen bopp.👇",Neutral
#رفاييل_ابن_المغرب yalah lkil ynachit had lhashtag michan yadkhol l trend lich naymin #RaphaelJabbour https://t.co/zBHSj1hgg5,Neutral
@Malagauche_ sauf que wella tahowa 3amer bezzaf Makaynch fin tstalasioni,Neutral
@eeman010122 @13427d2b023a4b9 @zinatamina lbnat wach kayn chi mgharba dyalena kane7 ana fleghorba kolchi kayheder khaliji hhhhhhhhhhhhhhh,Neutral
#رافاييل_ناطرينك_على_نار yalah rapha chad l hima o kolna m3ak yabn l jabbour,Neutral
Daba each c'est sa cousine ou tante ou ma3reft? https://t.co/eLYueq08vN,Neutral
Bghit nchof l3erss b wi fi kiraykon,Neutral
"@7didane chd l bus n 4 , y7tk f 2 mars w ched taxi byd mn salonique",Neutral
@jihanoo4 bghit nhdr m3ak f lkhas mais maki3tinich hadri m3aya ila 3tak nti,Neutral
"Tangerinaの六号室スイート。左には小さなベランダとカフェテーブルが。 @ Hotel La Tangerina, Tanger Morocco https://t.co/MgEkPmWGCf",Neutral
@Mdr_Official HHHHHHHH WECH FIN MA SAWALT IGOLOLI NAFS CHI golt nta tgol 3aks tgoli yatzawgoooo safi daba ghadi iwali tikrar,Negative
Nta machi rajl maswti lsouka,Negative
"@medcharif @DarCHOUMICHA1 @loukmanm Lli bgha yechri, taykhaless hadik jou9a dyal les labels.",Neutral
@Ibtissamgroupe1 @GhitaMaroc_ @i_love_moroco hna 9olna whda mn fans hanan mahi hanane o ha dalil f 9anat https://t.co/jYZWmctU6D,Neutral
@Anyssa_Ch @maryoumaTs j pense dakchi d charikat mohal tjawb 3lih ..nsswlo 3la hafalatha o aham haja tour o fo9ach ghada l UAE,Neutral
@SaadEl01 @Fzisl o layam 9odamha t3amel m3a nass mohhimin f nadarek,Positive
@zinuby al3a9id kan dima 3a9id,Neutral
@ErjLaila Hhhh mamtaf9inch hbibi ana w 3mri ana ana buhdi,Negative
@meri_droussi Ra wa7da min fans 7anan hiya li nawdat had sda3,Negative
@RahafLawad ana lhamdolilahh wawwww heloo ktirrrrr allah ywafi2homm obintidirhomm 3ala narr habaybii,Neutral
@samirabouanane anari mal saad o da3ch mafhamtch!!?,Negative
@IbtissamTiskat oui bassoma hna dima m3ak,Positive
@haysalam55 cheft lfilm dekhlo lih nass ca va kanet la salle 3amra chwia w 3ejebhom lfilm... iradat dialo ma3raftch ma 3andich fikra,Positive
00:43🇲🇦 Sabho✓ 3la ✓khair ✓li fan ✓l3zazz✓ ghdda inchallah✓ kifach✓ fa9t nchattab ✓lbbit✓ ontala3kom chwfo l✓ hmam ✓🕊️🛌 https://t.co/2wOgLuxasM,Positive
"Wait a minute, ana dima kankhrj w ndkhl flhdra https://t.co/QKeNNeFpF6",Negative
@RaCh_glm ana sf chi 4 ans mab9it chrithom walakin kanchri bla monassaba fhamty ana sf kbert hhhhh galoha lya dar wa9ila kadbo 3lya,Neutral
@FatineStar aji n3li chitaan Lbssalat hadi glssi ma3ndk layan HHHHH NB9aw jmi3,Negative
@nadosh_jar hhhhhhhh eyyyy wllh maba3if fi cho kant tfkari hiya w3amo michel .. law sa2olna 2abl kenna jawbnahom cho kano khissro tayeb,Neutral
@greenadilaida C'est l imagine dial Dak lkassoul li ta yebe9a yatlab le premier de la classe Bach yewerih f l examen 😂😂😂,Negative
@zinatamina @soadbibah @Marmarsonpp @Suzaah__ @Ben57Me @Wafati2 @lunitaluna1991 @khadijamoroco bazaf ga3 mat9adrich tsawri chhal kanhma9 3li,Positive
@TEAMCPK had mosaba9at dyal like le saf7a 3ad yete7seb sawtek ma teb9awch tcharko fihom gher kandey3o wa9t #IbtissamTiskat,Negative
-Nanah gha tl3eb m3ana mzn o maghatb9ach tkhesser kora? - https://t.co/1ECpdMPOD4 https://t.co/sYzqUXppsi,Neutral
@Hyperconnard bezzaf 3lik Griezmann a l9ra3 @bygmillion,Negative
@amirathefive071 ah ok lazem t3almini kil chi 3an dz ya amira,Neutral
@BissouW @ilham12124 hbiba hachak hta ychawhokom a9aliya ntoma kbar f3inina ou halaba kif 3andna la yomatilona,Negative
@najwakaram Habebti w Dalek inti shamsna li bdawi 3alina 7ayatna ..,Neutral
@yasseros007 La hadi Wydada al Oumaa 😊 Site na3ess makigoule walou wlaa ma3ert wakhedine conge :((,Neutral
"@Jolinar_ly sorry bass inti 7ata mentinon taba3i,o fi kalam mich salim li ano ana a3ref sa7 min ayman o fano,wana mtab3ah min ayam superstar",Neutral
"@Sli3fana_ la mamtaf9inch, ramdane 9reb :p",Neutral
"Daba ghi goulou lia wahed naes mn 20h w fayeq mea 8h30 dyal sbah, ach bghitouh ysom????",Neutral
@Ilias_lmrhr tli9 liya ndir chi film yak ? Goul tbarkellah hadok l3aynin y derboni b 3ayn,Negative
@AChouyoukh HHHHHHHHHHHHHHHH French Montana koun ishablou andirou had l'hala ou anbqaw nhedrou haka koun maghenahach 😂😂😂😂😂😂😂😂😂😂😂,Neutral
@Samar69756399 @imane21847011 al bnat lah yehdikom machi wa9t hadchi howa 3lache derna li ymetelna 3and zakariya bache nweslolo li khasna,Neutral
@rikiamagha #BAMA2016PlatinumEdition_IbtissamTiskat #IbtissamTiskat ANA MN FAN BASOUMA RAW3A MAXALAH,Positive
@majdoline_44 o imta kyji had dfou3 ol3rossa likatjibo ola kifach hh ramadkhltch li l rassi hhh,Neutral
@the_mustached Had video bghiit nssifto f wahd l group l9it rassi fiih had sbaah o ana ntfkaar lwalida kayna fih,Neutral
Salam @WACofficiel veuillez nous n9el lmatch dial gheda svp,Neutral
@hafouda02 rah ntoma li msalyin katjawbohom khlihom inbhohta i3yaw gha insaw o chms makatghtach b lghorbal,Negative
Depuis midi ya un seul truc dans ma tete : mafya mannod njeffef rwina li dert lbareh 🤡,Negative
@joujouamira @FatineStar @i_love_moroco . whed siyed mn 3aila kiji lcasa kihet voiture dyalo makihezhaach kigolina kiadiro tsogo fiha hhh,Neutral
"@fatiblaca khlina mtfa2lin omaykoun ghi li bghaha MOLANA,ana mandanch ijibo saad min lmaghreb hta lobnan bach itfaraj en direct",Positive
@sweetlilvirgoZ Bqit kanl3b f subway hta 7tmt record b double o glst lrd kantfrj,Positive
@HananeElKhader zidi ti9i fi rasak ktar o khalik m3a wld maghreb 3arabi o haidi o ali o rapha safi o hadri maghibi 3aya9ti 3lina,Negative
@salaheddineMA @zi_zanouba Chkrtoo Bla mathtaj Chkrtak ta nta ghi bl3ani hdah drte fiha mswaba ;),Neutral
Kung nag early lockdown kag quarantine lang guro ang pinas d nana mag tabo na amona ka gamo mo te ano gn hulat nyo pa mag gamo antis mag plano lockdown te ano natabo la naka ready ang mga tawo damo na ang na gutman kag ila pa sala kung mag rally sila 🤦‍♂️🤦‍♂️,Neutral
@salmaidrisi3 soal li tarhat sahafiya howa li 3adi ahbiba ..,Neutral
#IbtissamTiskat whs sahra imta ghaydowzohalina f 9anat amazighiya ...,Neutral
@FaissalAitElAmr waywaywayway 3la ba faissal ! Marhbaaaa,Positive
@HananoFan @aishakandisha2 @RaphaelJabbour1 kon makntich m9asha mno madkhlich l3ndo omtchofihch ach jbed😂😂,Negative
@fedayn_37 Hit lgol mo 9a7ba aslan lkora li jat bit,Negative
@namie342 takhalof ahbiba howa li fik hit nti ma3arfanich 3laman kandwi omol faz ki9faz,Negative
@HananeElKhader hanane hbiba rah redone dar lik follow fe instgram,Neutral
@haakuuna_matata Noooo way mabrouk de3i m3aya ndir nefss lhaja,Neutral
#MarwanYoussef #SocialMediaNight khalik habob m3a hanon landal.nhibak message wsel hedi lahanan oghniyat jamalek jamal,Neutral
@MajnounatHanan @HNouna99 @fahadalmotry masihi w inchaelah ghandiw fih ajr wyslaam alahoma howa wla lhwala hhhh,Neutral
@IElaaddioui Wayeh ta ana hadchi li ban li,Neutral
Dia macam terkejut beruk jugaklah bila pukul 5 pagi dah terang.,Neutral
@yous_elh walakin bla matjbdi hanane ra hanane li fiha ikfiha,Negative
@zelenyovadil @sofiaghannam Et gatlik ila ma 3ebrouhech liha ghadi ti7 ou teji l ambulance tehezeha sa7a,Negative
Ha berkane rab7a wa ydkom f zaba l3am jay l3bo f caf ya chmayt,Neutral
@Khalid_Montreal hahaha ach jab 3roubi lrbatiyin 😂😂,Negative
@wardaamin4 lik 7ta nti a lghzala dyalna,Positive
lbnat bach maychghlonach 3la lmossaba9a dak lfans li tayhajem daba diro bolquer signaler o thnaw daba machi w9t lhdra #hananeelkhader,Negative
L7ayawan li fia 3la sba w l insan blktba kayt3aych msamplé cirque,Negative
@Domo2910 @BassoumaTiskat la la b3maa hh,Neutral
@Said20152016El hhhhhh chmn in9isamat bel3aks kanchof f hadi bli mta7din tbarkllah,Positive
@FadiHaddadmedia 3an jed Bykarhna f l7ayat serna ntmna lmot la7ata ma nshof hik shi,Negative
@greenadilaida ila khtitiha matwarrihach dar baha 😡,Negative
@majdoline_44 @saboha01 @MKWORLD15 @duniabatma kat7lab f swa3da o missryin bach i3tiwha chi sahra tjma3 ryalat,Negative
@maistromalki mohal ga3 wach khadamin! 😨,Negative
@Ab00de_F16 roh hasseb banat baladak lam nassmaa hada alkalam menak ala faten li lebessaha kolo mafdouh w alakteha bmortada,Neutral
Allah u Akbar lah ila ha ila allah ☝🏽️ https://t.co/u6nMbswcjA,Positive
@26_fatimazahra @maloka_bojar 3ndk lh9 dakchi 3lach 3mrna dina la9ab hit dima kankbro chan lbrani tsala tswit 3ndna fachkhrjh ihab fhmooha,Negative
@M0stafaISback Wa jiha mn lkhr guliha chnu labsa mn tht !,Negative
@XdRody akiiiid e7na ma3akoum ana kanswet daba wba3d lftor nkmal,Neutral
@suzan_dusky @MBCBollywood ok rah 2ol liba2i fans :D,Neutral
"@Hamsek @E_picure @A_Loukili @morad_mz chabakouni , ald7mani , chi wa7d f chtouka",Neutral
Ana law bashrab sagayer msh hab2a 3asabeya keda,Neutral
@MeryBieuty @AsmaLmnawar @ArwaOnline bghit n9ol lyom wla Tnin jay ?????,Neutral
@fad1_ell wa9ila 3ejbha 7ite katfarj f mbc4 hhhhhhhh,Neutral
@Maroouane @TelQuelOfficiel fiha dakchi 7mr bzaf :s,Negative
@AliKharchafi nta kadsea li l islam ol muslimeb bi dak ta3lik,Neutral
@crowd42 siftali roya ana gentill,Positive
@RaphaelJabbour1 o raphy raphy ya raphy ana ba7ibak ya raphy,Positive
F't el Aid makhllaw liaaaa waloooo 😕😕😕😕 @ Azli Sud https://t.co/9U8B3gOyJ4,Negative
@Morocco_EXOL @weareoneEXO @B_hundred_Hyun @layzhang Chi swimina dyal sber m3aha o tweli mzn inshallah EXO @weareoneEXO @B_hundred_Hyun @layzhang,Neutral
@Fatzitta Oui hadik ana fayt chftha f oulad 7riz ach men orientale,Neutral
@SmartAzzat 3afak chno daira fsmya saftihali fkhas ila bghiti lah ykhelik ana nhar kamel wana ntsenaha 3afak,Neutral
@nourelhouda_h @Amaluniv_bety @najwa_la fach kherj howa bqa fya hit kan m3a m3za kon m3a chi 7ed 3adi,Negative
Yalah feqt mn neass makain ta7ed f dar o lqit ga3 dekchi li kan f jacket diali msere7 foq tabla ga3 l adila li katebet elia jmi3 toham khasni chi mo7ami mqawd db,Neutral
@Fatimae06 slt goli l fans de hanane yaamlo hojoum ala tonibayeh bache yaatiw lhanane 2 chonson kol tolab khdaw 2 ila hiya,Negative
"""@Austynzogs: First half: Rangers Int'l is leading Enyimba in the GLO Premier League match at Enyimba Stadium,Aba http://t.co/g04jRauIqA""",Neutral
@souadmalakrou71 diri wa7d tas7i7 Bsit ghi ma bantch lik!! Duo machi Dio,Neutral
"Petit Dej gargotte yi la name 😭 niom nambe, ay petit pois mayonnaise lale cass café touba wala sekhaw 😭 @YamarSamb @emash_the_truth cheikh café lay tidji fi sakh nak",Neutral
"3endna jouj b7oura oui, mais rah 3endna lktamiya tta hia. Men niytkoum tat saynou abtal f natation? 😅😂😂",Neutral
@fatemaezaharaa1 @Saho_nisso ra ta wahd madar walo walakin li 3jbni hia ta wahd mab9a m3a mrwan mn wlad mghreb arabi,Neutral
@meriemgc @SamihaKadri ana sma3tha mn jazaeriyin ...,Neutral
@DoudoudDou @abraham_jad @Tiiiiskat90 hhh wach kayhdar 3la bloque awili maymknchh akhayy ndirha lik ila ana nta rak 3ziz,Positive
Ana radya b hyati mali w malkoum #غني_مثل_سهيله #SouhilaBenLachhab,Positive
@imo_imolove sareh neta aktar wahed 3aref ibtisssam prck taba3tiha men lewel mab9atch f lebss hiya fanana zeyer m3ana a m3alem hhhh,Neutral
#اسألوا_رفاييل cho aktar chi bit7eb y3aytoulak raphael aw raphy??,Neutral
@chirineabdallah duo ibtissam o two tone ba3d ramdan,Neutral
@Lajnior spoil dyal bssah rah msehto tkt xD,Neutral
@Abdomefti1 @wijd_ane66 2ème au monde f sida b2i7sa2iyat mn maw9i3 mwtoo9. Jonod d franca kano fach kaysaliw jmiii3 ljamajiim d jdoodek knao kaydozo ldyoor y7wiww jdaatkoom wmawatkoom. 1000 dar da3a f l3asima morkhasa. Momtila 2iba7iya mn bladk li t2sat 1962 dat a7sen p- or ns tar https://t.co/bpMdyyRCNr,Negative
@zheursgh achbghiti 3andnaa hhhhhhhhhh ghaytiir n3asss b choft 99amar,Neutral
@youssefElrami ana makandirch follow ; bnadem kaybda ydir lia follow 7ta kanwelli ana dayr lihom follow....dakchi kayddar bou7do men be3d,Neutral
@111_diablo plz swtooooooooooo 1111111 khoya 3afak swt ana kanswt owakha hkak mamrtahach hanan m3awla 3lina mankhdlohach kml tswit plz,Neutral
@Ta_Meeere hahaha y3tihaa daal .. Ra howa li khesso ybous liha yediha,Negative
@Morocco_EXOL @weareoneEXO @B_hundred_Hyun @layzhang Sem7o lya makontch lbare7 but knt vrm 3iyana o rassi 3arini sda3 bzzzzf EXO 9 FOREVER @weareoneEXO @B_hundred_Hyun @layzhang,Negative
@Hayat___hayat tsstahel hbiba dyalna kantssena jadidha b faregh sabr khossossan oghniit maghreb maghrebna,Positive
@Omar_H_ msbougha mn ch7al hadi rni,Neutral
Hado lo3ab li kay7amsoni nle3bhom adrinaline https://t.co/7A3k4lLRTj,Positive
@ilhamyara1 @Wasoof33 @JalalSafae @IbtissamTiskat hta ana ma3mrii freht bchi haja man Bassouma,Negative
Akid hanane w ihab wa7ed w li far9 binatna rakoum 3arfinou ... #HananeElKhader https://t.co/U9gNYElRfV,Neutral
@farawlaaya hhhhh lkhobz o zit o atay #SaadLamjarrad #BAMA2016PlatinumEdition_SaadLamjarred #KingOfSmile #سعد_المجرد,Neutral
@Zhra0Zhrha @wido09 o kayan far9 mabiin hoob l watan o hayat chakhesiya nifa9 jetima3i huwa hada,Negative
@hossam_wagdi @rajaa_bidawi dima dima rrajaj bidawi,Positive
@badtkid49 chad lil tfkr f hyatk,Neutral
Pool party poodle style 🌴#poodleparty #Marrakech @ La Maison Des Oliviers https://t.co/HaRVeF94mP,Neutral
@AshChagri @GeorgeChahid @IbtissamTiskat ouui me too walakin howa khalawha misryne kaystade f may 3ikra ana li sur que bety mghdich t3bro,Neutral
@_dr11mer_ no 🔫🔫🔫🔫 khalini ndiro ana🌚,Neutral
"MAL DAK ""3bd lwhab yakma hrchouh kifach mezyan t9ssef lya bnadem #hananeelkhader",Negative
@Ahlam_Alshamsi @aas_119 @sultan131313 @Bilmaghribi Akeed Fananat L3arab l owla mahboubat lmaghreb wal jaych Tiskati #Tiskatya,Positive
@OussRamzi 9olha nass yebghiwha w matkheli tawa7ed yedekhel f 7yatha chakhssya hya hora nta inssan nadej wa3i matdihach f les adolescentes,Negative
@Khalid_Montreal wayeeh rani mteb3bo f eurosport,Neutral
@nadiahalol howa dyal 3enza ana dayralih bloc,Negative
@Ihab_Amir #IhabAmir ihab 3lach makadfa3ch 3la bant bladak ra bhal 5tak o mat5ali ta had idhak 3liha 3afak o hadarha man ba3d nas,Negative
makayn maydar makayn maydar ndiro video ta7na https://t.co/AKZwLzq9IH,Negative
@pureblue0409 Ana li gha nji nakhed chuiya 🤤🤤,Neutral
"@Lolo89379695 @NMo9ana3 Chapeau, javel o maydir liha hakka",Neutral
@meryemawac5 nariii nti li 9teltih ?!,Negative
@Tima_Tik @00billa hahwa tadfsir bdsah kan li chofo dahbi o byad bhali okan li chofo khal o zera9 http://t.co/x8RjcpJJmG,Neutral
"@LTouile HAdchi li kaydir ma khedamch, khass iweli wahd le nombre dyal les billets itba3 f site",Negative
@Fzisl ouii mn playstor o rfathi compte o tajouter shada 3andek,Neutral
@8dadLA @moncefbelkhayat nta hadchi li 7adi lwydad w safi hhh,Negative
@YoussefRasmouki ouiiiiii rak rir chhal ma dkhalti l Twitter tbedelt 3lk hhh,Neutral
@RaphaelJabbour1 ana kant kantmana matrja3ch walkin khsara rja3ti daba ba3d men hanan rak wasakhti liha som3atha,Negative
@imane_jdid hhhhhhhhhh 9taltini hadouk samhom ou matrbahch hanan chi haja daba dakhalt 3lik ballah ila marbhatch hanan chkoun yarbah,Negative
@wait4mem lmechkel dar lik tyara?,Neutral
@LinaDawdi ah bsa7 hanan makatmtlch chamkarat li kimchiw m3a 12 dlil w yskhfoo hhhhhhh ohadok 2 bkhochat li kihdro brahch madathach fihom,Negative
@amineloubna83 @Tiskat12345 7biba dyali ana lbara7 dart 3la ga3 lmajalat osa7afa bash inwafikom bga3 akhbar btissam plz akhti matgolish haka,Neutral
@i_love_moroco ra2yi min ra2yak hit man taraka chay2an lilah 3awadaho alaho bikhayra minh atyiboun li tayibat rak rajal fhad zman li 9lalo,Neutral
#Lunch#Time 🍴🍷 ================ hanae.elfilali.9 ================= @ La Fuga https://t.co/dab51zVC3B,Neutral
Semalam kecoh satu kelas bila bincang bab taaddud zawaj. Biasalah perempuan morocco mmg anti dengar poligami ni. Jeles kuat depa ni.,Neutral
"@karimamaram1 @sofiamaram2911 @AhlamouNK @aminattttta manjawbkch akhti kol wahd fihum khda li ystah9 o 3tader o""ref b çimt lmgharba",Neutral
@i_love_moroco @wissamtiskat pllz ghiir bedlo sa3a bkkhra ..aussi sabra 3la 9bel nass bhalkoum walah plllz,Negative
@sou_kina plz ya fanz khasna nechro lcompte dyal souhila f ga3 les site rah les autre candidats 9rbo ywsslo l3adad dyal les followers li3ndh,Neutral
@bmlwsy @LidyaLily7 @noor_qq2 @noje_nooje hhhhh hta haja ma b3ida aham haja tafahom o mat3raf lmktab ach mkhabi,Neutral
@bygmillion daba nta wach dayr double écran wla chno?,Neutral
@SemSemCannes @RedOne_Official rah nkhliwh daba nrj3o lih gheda makanmloch,Neutral
@zkamefu dakchi li kayen...aji sme3t Ibtissam 3tat lel kelba yemmaha bloque ? hal hada lkalamo sa7i7on ya gholam ??,Negative
@ChakibM2 Mais non c’est pas vrais 😂😂😂 wa chty kunt dima kanqulk dak lqet katquli raha qteta,Neutral
Cjk yalah kolchi ydkhl twiteer hjmooow ? #BAMA2016PlainumEdition_IbtissamTiskat,Neutral
@lihoudii simana jaya?? Ana ndiha lfrnatchi,Neutral
Fin makan se7 w sérieux ana m3ak la3b,Positive
@lola_leila3 @HananeElKhader daba hissan wella mehzala?? bghaw yediroh kheliwhom w kemlo nokat!! mafehmtch chno moshkil...,Negative
@kawtarmarso1 fin hiya had majala ?,Neutral
"@inwi salut mr kabor tu sais bien tu est m3aya9e o3aya9te nit wagol chi haja nastafdo manha wanta mchi m3a l2ichhare wla9wafi walkalame,,,",Negative
@najlaabadi goli lia mal hadok dyal hanan ana rah 9at3t kolchi m9abla ihab w safi,Negative
@LLaeds85 @Saadlamjarred1 rah daz min 8h30 7tal 9h,Neutral
@najwakaram 3ayb l'i byechrab m'en bir y3oud bhajar yermiha #مني_إلك_نجوى_كرم,Neutral
W la bghit euphon daba a wlad l97ab???,Negative
@ZwinaSabrina @MarwaKaoutar @RaniaLimani francais o dakchi nssito wa7d tu m'erite,Neutral
مترجمين ديال la Casa De Papel شبعانين أخلاق 😂😂😂 نص ترجمة عوجة🙄 #LCDP3,Negative
@322346mlkjb1 inti Ba3ida 3ani Ana zay Lohan,Neutral
@Laeal_NK hhhhhhhhhhhhhhhhh 2aletlo 3an jad emmak li 3alametak? houwa fakar sebeto fa rad w 2al yel3an jad emmik ente hahahahah,Neutral
"@Bouquinophile ana ma3arfach, @la_briiisa nti 3arfa ?",Neutral
Is7abli ghi chi bnt bzazlha sghar katbrred 3la kerrha.. https://t.co/8zrvAX9BhP,Negative
"Dak weld lmet9ouba ach i s7ab kerrou, i goul moura dehri kifach khassni nt3amel m3a lallati. A sidi, tgoul 7egga koun kent fblastou koun, a dak l9ewad, raka machi fblasti, jme3 zbek fserwalek, ou 9leb 3la te9ba khra",Neutral
"@li_ame_senegal @AwaMms @DioufLody @SalehAly02 @Baniang_ @Maymay_officiel @soxnaAisha @pa_invisible @MDiankha_ @mouhamed17aout @BocarTALL09 @MouhamedDiassee @idrissa___ @Dudutech44 @nickitabth @Benemelo98 @syllablackman @sy_konde @Ma13537354 @jules_maxi @CisseSitor @mdaadms @Thiawjunior @Fabulou48796871 @SarreAntoine Li ame senegal t beu lgui wakho si inondations yiii, ioe guaniii djigene reik😂😂😂😂😂🤷🏽‍♂️",Neutral
@layela88nona Hhhhhhhhhhhhhhhhhhhhhhhhhh Relaax Relaaax !!! jaya jawla f europa w jay mawazin hhhhh kheliw lih chwia dyal sab w lm3your LOL,Negative
@stellacaramelle lcilp lisa mawsal l 1000000 o ghiyab five khsosan said,Neutral
@Amine_Ala @AmoulaZk kimchiw 3and condidat f fia khra o kitbadlo tasswit binathom hna ftina 3lihom had ray yahad mmatssawe9na,Negative
@Soulaimaniya makaynch li garedha f hadik the good wife guedd rajelha,Neutral
@elhajjmalcolmx sme3bi jora kidayra ... la ta hna lwalida katyeb ghi l3cha t7ansserna o safi xD,Neutral
@IbtisamTFanClub @Slwa92Adam @IbtissamTiskat mabrouk oghniya min fans hanane elkhader o rafael jabbour mabaqish,Positive
Wach hadchi du marche badr vrai?,Neutral
Spa day 😎 (@ La Perla Wellness and Spa in Maarif) https://t.co/QcWWoq26L6,Neutral
B I N GO B I N G O B I N G O et son nom etait bingo https://t.co/CTFizThtcs,Neutral
@mixour roya ana blasstk nmchi nswb chi m9ila w chi brad w nta labss lblgha w b3d mn aminux hh,Positive
@mhamedimad12345 @Rafaeeel_lovers @kawtar61898540 oui ghykon ahssan jawab ms khas hta hanane tgolha khososan mli l oum dyalha deja galtha,Neutral
"@Meghyem0ut @_Limoune Aaaaah, Tffekerte nhar sawbte lik 9e8wa 😂😂",Neutral
limada ofakiro fi ghayri wa ansa nafsi...............................hada ana,Neutral
آخر بيعة لأهل تلمسان لسطان المغربDécouvre la vidéo de أحـــــمـــد ! #TikTok https://t.co/u4cFb6nzQJ,Neutral
"Ash7en elmobile l 100%, awel 90% ma7adesh y3abarni w afdal atfarag 3ala 7ad malhash lazma, akher 10% ba2a masr kolaha beteftekerni",Neutral
@AllaliOfficiel rachid nta dima coool bravo bonne chones rachid,Positive
@SonExcellencePh Dakchi alach hamdoulah mereta7 et en bonne santé 😂,Positive
@BassoumaTiskat bssh rah mli tatjbdi tag kiik bhal nachert l2akhebar,Neutral
@limoo142 hhhhh dahka jama3iya siri tna3ssi ach jab chouk lhab lmlouk hanan aktar wahda mahbouba fkol dowal aktar man lmomatila,Negative
@Greunadil Tay yemechiw yejibouhoum men deyour lhopital f limousine la ? Loool,Neutral
Ya terserah kan ga denger,Neutral
@WijoWijdane1 @sindosam hhhh kheti dak siyad ghessalt idi 3elih fach wala baRi la9ab haidy abass nesa bant belado pfff ou tayhder 3la rojola,Negative
@majdoline_44 @123mondial @wissamtiskat jat ibtissam dargat 3la kolchii..hessit biha bdat katghaar o mssimima m3a rassha hhh,Negative
@IbtissamTiskat 3lach alaghini dyalk matadirihomch vidyou clib,Neutral
